2025-07-31 02:45:18 | INFO     | RunIT | info:111 | Package registry initialized
2025-07-31 19:58:54 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 19:59:03 | INFO     | RunIT | info:111 | Getting file info: C:\Users\Samah Ghonim\OneDrive\Desktop\RunITCLITool\samples\test.html
2025-07-31 19:59:03 | INFO     | RunIT | info:111 | File info completed: C:\Users\Samah Ghonim\OneDrive\Desktop\RunITCLITool\samples\test.html
2025-07-31 19:59:17 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 19:59:26 | ERROR    | RunIT | error:133 | Error in AI file analysis: 'LanguageUtils' object has no attribute 'detect_language_from_extension'
2025-07-31 20:02:34 | ERROR    | RunIT | error:133 | Error in AI file analysis: 'LanguageUtils' object has no attribute 'detect_language_from_extension'
2025-07-31 20:09:05 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:09:16 | ERROR    | RunIT | error:133 | Error in AI file analysis: 'LanguageUtils' object has no attribute 'detect_language_from_extension'
2025-07-31 20:09:52 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:10:25 | INFO     | RunIT | info:111 | Searching for 'detect_language_from_extension' in: C:\Users\Samah Ghonim\OneDrive\Desktop\RunITCLITool\utils\lang_utils.py
2025-07-31 20:10:25 | INFO     | RunIT | info:111 | Search completed: no matches found in C:\Users\Samah Ghonim\OneDrive\Desktop\RunITCLITool\utils\lang_utils.py
2025-07-31 20:10:53 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:11:03 | ERROR    | RunIT | error:133 | Error in AI file analysis: 'LanguageUtils' object has no attribute 'detect_language_from_extension'
2025-07-31 20:18:22 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:20:53 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:14 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:20 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:25 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:27 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:29 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:33 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:36 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:37 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:38 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:42 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:43 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:47 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:25:49 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 20:27:21 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 22:40:32 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 22:56:07 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 22:56:55 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 22:58:07 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 22:58:19 | INFO     | RunIT | info:111 | Running file: C:\Users\Samah Ghonim\OneDrive\Desktop\RunITCLITool\samples\test.html (3.5 KB)
2025-07-31 23:02:08 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 23:05:14 | INFO     | RunIT | info:111 | RunIT CLI started successfully
2025-07-31 23:05:25 | INFO     | RunIT | info:111 | Running file: C:\Users\Samah Ghonim\OneDrive\Desktop\RunITCLITool\samples\test.html (3.5 KB)
